200
0 0 0
0 1 814
0 2 546
0 3 211
0 4 243
0 5 884
0 6 382
0 7 581
0 8 364
0 9 799
0 10 924
0 11 870
0 12 347
0 13 787
0 14 874
0 15 786
0 16 870
0 17 413
0 18 487
0 19 843
0 20 319
0 21 561
0 22 1021
0 23 806
0 24 283
0 25 499
0 26 986
0 27 156
0 28 41
0 29 578
0 30 282
0 31 367
0 32 634
0 33 888
0 34 507
0 35 718
0 36 697
0 37 369
0 38 598
0 39 736
0 40 322
0 41 674
0 42 641
0 43 828
0 44 304
0 45 347
0 46 592
0 47 934
0 48 969
0 49 749
0 50 710
0 51 879
0 52 726
0 53 705
0 54 312
0 55 964
0 56 596
0 57 98
0 58 896
0 59 488
0 60 617
0 61 392
0 62 251
0 63 642
0 64 188
0 65 483
0 66 198
0 67 369
0 68 659
0 69 75
0 70 678
0 71 599
0 72 840
0 73 313
0 74 337
0 75 525
0 76 578
0 77 597
0 78 673
0 79 711
0 80 873
0 81 954
0 82 764
0 83 43
0 84 923
0 85 489
0 86 543
0 87 689
0 88 874
0 89 562
0 90 614
0 91 218
0 92 682
0 93 709
0 94 766
0 95 334
0 96 903
0 97 271
0 98 255
0 99 341
0 100 238
0 101 615
0 102 923
0 103 479
0 104 554
0 105 704
0 106 650
0 107 790
0 108 459
0 109 439
0 110 792
0 111 977
0 112 494
0 113 493
0 114 608
0 115 225
0 116 257
0 117 525
0 118 564
0 119 877
0 120 758
0 121 820
0 122 663
0 123 796
0 124 435
0 125 223
0 126 448
0 127 581
0 128 279
0 129 205
0 130 187
0 131 549
0 132 762
0 133 987
0 134 479
0 135 758
0 136 825
0 137 438
0 138 381
0 139 674
0 140 415
0 141 1020
0 142 776
0 143 1054
0 144 774
0 145 423
0 146 419
0 147 910
0 148 611
0 149 877
0 150 854
0 151 915
0 152 148
0 153 480
0 154 535
0 155 237
0 156 466
0 157 843
0 158 888
0 159 835
0 160 282
0 161 60
0 162 55
0 163 756
0 164 460
0 165 837
0 166 164
0 167 785
0 168 1111
0 169 786
0 170 550
0 171 354
0 172 663
0 173 249
0 174 736
0 175 336
0 176 656
0 177 138
0 178 592
0 179 289
0 180 291
0 181 799
0 182 577
0 183 912
0 184 292
0 185 509
0 186 835
0 187 1073
0 188 568
0 189 655
0 190 754
0 191 620
0 192 204
0 193 490
0 194 826
0 195 668
0 196 894
0 197 362
0 198 518
0 199 586
1 0 814
1 1 0
1 2 733
1 3 641
1 4 914
1 5 421
1 6 532
1 7 233
1 8 459
1 9 822
1 10 451
1 11 403
1 12 598
1 13 381
1 14 711
1 15 533
1 16 67
1 17 589
1 18 707
1 19 888
1 20 495
1 21 253
1 22 429
1 23 312
1 24 635
1 25 608
1 26 306
1 27 720
1 28 852
1 29 471
1 30 693
1 31 1033
1 32 575
1 33 414
1 34 404
1 35 423
1 36 723
1 37 630
1 38 439
1 39 216
1 40 513
1 41 488
1 42 232
1 43 407
1 44 555
1 45 528
1 46 639
1 47 980
1 48 323
1 49 659
1 50 696
1 51 769
1 52 413
1 53 128
1 54 603
1 55 293
1 56 929
1 57 877
1 58 830
1 59 886
1 60 913
1 61 485
1 62 683
1 63 445
1 64 779
1 65 375
1 66 617
1 67 525
1 68 588
1 69 782
1 70 407
1 71 703
1 72 44
1 73 795
1 74 625
1 75 509
1 76 533
1 77 401
1 78 154
1 79 139
1 80 648
1 81 613
1 82 368
1 83 822
1 84 110
1 85 940
1 86 730
1 87 358
1 88 449
1 89 808
1 90 439
1 91 655
1 92 665
1 93 173
1 94 552
1 95 658
1 96 457
1 97 558
1 98 1009
1 99 572
1 100 906
1 101 662
1 102 693
1 103 449
1 104 405
1 105 848
1 106 167
1 107 818
1 108 492
