100
0 0 0
0 1 689
0 2 601
0 3 169
0 4 752
0 5 141
0 6 621
0 7 663
0 8 298
0 9 637
0 10 534
0 11 710
0 12 706
0 13 184
0 14 598
0 15 581
0 16 522
0 17 245
0 18 587
0 19 430
0 20 741
0 21 133
0 22 240
0 23 362
0 24 259
0 25 316
0 26 383
0 27 593
0 28 170
0 29 713
0 30 307
0 31 196
0 32 298
0 33 285
0 34 849
0 35 681
0 36 388
0 37 355
0 38 490
0 39 282
0 40 844
0 41 486
0 42 391
0 43 287
0 44 716
0 45 264
0 46 660
0 47 496
0 48 570
0 49 242
0 50 195
0 51 176
0 52 686
0 53 513
0 54 378
0 55 220
0 56 153
0 57 693
0 58 541
0 59 541
0 60 665
0 61 598
0 62 900
0 63 629
0 64 645
0 65 834
0 66 560
0 67 578
0 68 742
0 69 234
0 70 237
0 71 895
0 72 340
0 73 622
0 74 247
0 75 68
0 76 564
0 77 622
0 78 303
0 79 637
0 80 151
0 81 217
0 82 185
0 83 419
0 84 750
0 85 492
0 86 409
0 87 123
0 88 709
0 89 146
0 90 159
0 91 212
0 92 611
0 93 232
0 94 664
0 95 516
0 96 548
0 97 915
0 98 677
0 99 282
1 0 689
1 1 0
1 2 89
1 3 856
1 4 544
1 5 804
1 6 522
1 7 541
1 8 912
1 9 415
1 10 271
1 11 789
1 12 774
1 13 511
1 14 1072
1 15 766
1 16 941
1 17 796
1 18 461
1 19 272
1 20 117
1 21 786
1 22 550
1 23 728
1 24 606
1 25 375
1 26 395
1 27 852
1 28 521
1 29 1117
1 30 427
1 31 843
1 32 926
1 33 458
1 34 658
1 35 330
1 36 576
1 37 647
1 38 1063
1 39 842
1 40 747
1 41 785
1 42 484
1 43 472
1 44 1010
1 45 648
1 46 674
1 47 278
1 48 943
1 49 744
1 50 564
1 51 829
1 52 12
1 53 187
1 54 807
1 55 484
1 56 831
1 57 898
1 58 996
1 59 984
1 60 897
1 61 1023
1 62 619
1 63 390
1 64 694
1 65 811
1 66 186
1 67 434
1 68 899
1 69 562
1 70 927
1 71 706
1 72 905
1 73 775
1 74 622
1 75 755
1 76 429
1 77 739
1 78 514
1 79 1122
1 80 780
1 81 486
1 82 504
1 83 325
1 84 882
1 85 559
1 86 475
1 87 795
1 88 693
1 89 752
1 90 846
1 91 493
1 92 1135
1 93 825
1 94 77
1 95 1069
1 96 175
1 97 711
1 98 962
1 99 882
2 0 601
2 1 89
2 2 0
2 3 767
2 4 539
2 5 715
2 6 495
2 7 520
2 8 824
